"CONTEXT","INFERENCE","LABEL","CONTEXT_FROM","INFERENCE_FROM"
"Two men one in a white shirt one in a black shirt doing research on a laptop computer .","The research is an investigation .","5","snli","joci"
"Three blokes digging in the desert.","a few people playing cards","0","snli","snli"
"Ali had an enemy named Val","The enemy is an adversary .","5","roc","joci"
"A male doctor takes measure of a woman's blood pressure.","A male doctor takes a woman&apos;s vital signs.","5","snli","snli"
"Man in black pants, white shirt playing a flue as a lady in pink dances","A Mexican man in black pants and a white shirt is playing a flue while an old woman in a pink dress is twerking.","2","snli","snli"
"The cowgirl threw her lasso towards the horse.","The lasso grabbed onto the horse.","3","copa","copa"
"A man in a black hat and light blue T-shirt is emptying a white bin with a Target bag and several bags of donations to a Community Food Bank are piled behind him .","A person clutches the bag .","4","snli","joci"
"I decided to fry some chicken","The chicken is a poultry .","5","roc","joci"
"A man in a purple shirt is doing a dance move that is very low to the floor , the audience looks on with enjoyment .","The enjoyment is a legal right .","3","snli","joci"
"A young man wearing blue jeans and converse is dancing while grasping the hand of a young lady","The people are out dancing on a date.","3","snli","snli"
"Five children on a white-metal midair ride called the frog hopper .","A person hits the hopper .","3","snli","joci"
"A man in blue jeans dances with his girlfriend who is wearing a white shirt .","A person kills the girlfriend .","2","snli","joci"
"A red biplane in the sky, with a trail of smoke.","The biplane is making a trail of smoke in the sky.","5","snli","snli"
"Wendy had been invited to a sleepover but - she was nervous","A person hosts the sleepover .","5","roc","joci"
"I was walking down the sidewalk","I saw a small garage sale near me.","5","roc","roc"
"Neil took a ferry to the island of Tasmania","The ferry is overloaded .","3","roc","joci"
"Ben likes his salsa","The salsa is a hispanic tomato sauce .","5","roc","joci"
"As photographers, onlookers, and referee observe, two men in fighting gloves and headgear are shown in stop motion photography mid fight and in midair.","Two men are fighting with no onlookers.","1","snli","snli"
"My friend and I got together for the carnival","Afterwards, we decided to split a funnel cake.","3","roc","roc"
"A guy pointing at a giant Blackberry .","The Blackberry is a berry .","5","snli","joci"
"A man in a black hat& black shirt painting a slogan in the road for a possible event.","A man paints a slogan in the road.","5","snli","snli"
"Micky needed a present for his girlfriend","A person has to talk about the present .","4","roc","joci"
"Very bad retro band on Valentine's day.","A music venue on Vamentine&apos;s day was retro in style.","5","snli","snli"
"I tried my first cigarette in sixth grade","I was at my friend's birthday party sleepover.","3","roc","roc"
"Patty wanted my pencil","She never gave it back.","4","roc","roc"
"There is a boy wearing a cap , long shorts and slide on slippers sitting in a fold up chair on the dock of a lake or river , fishing .","The fold is a social group .","1","snli","joci"
"My car broke down.","I called a mechanic.","5","copa","copa"
"A man standing near a grille with charcoal in it.","a man is standing .","5","snli","seq2seq"
"The clock stopped ticking.","I took extra time to get ready.","2","copa","copa"
"Tom had a pet toad","Jimmy kept a pet snake in his room.","3","roc","roc"
"A woodcarver is carving a bald eagle out of wood at a carnival as spectators look on.","an object is made upwards .","1","snli","seq2seq"
"The boy is asleep on his Spiderman mat .","The mat is a pad .","5","snli","joci"
"A female violinist in a black dress is performing .","The violinist is a musician .","5","snli","joci"
"A baby wearing a white sleeper is sleeping in a crib .","The sleeper is a rester .","5","snli","joci"
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.","The man is not working.","3","snli","snli"
"two children watch as a dog runs through a blue fenced course towards a person holding a scanner and microphone .","The scanner is basic .","3","snli","joci"
"A young man loses his balance on a stepladder as three others stand around in various poses.","A young man loses his balance","5","snli","snli"
"A little girl making arts and crafts with small umbrellas and corks .","The corks are a plug .","4","snli","joci"
"Two young girls appear to be at attention during the national anthem .","A person listens to the anthem .","5","snli","joci"
"Ballerina performing as a girl rat in an open park.","The girl is sleeping.","1","snli","snli"
"five Japanese ladies wear red bandanas","five women are working in a field wearing bandanas","3","snli","snli"
"The watchmaker had been working all night to finish his watch","A person buys the watch .","3","roc","joci"
"A dentist's office; two dentists in blue uniform are working on a patient's mouth.","A tall person walking","2","snli","snli"
"Sarah was in a hurry to get to work on time","On the way, she got a flat tire.","3","roc","roc"
"the alleyway of an urban city, the citizens going about their day.","People walk in an alley.","4","snli","snli"
"A young girl playing with two plastic and foam toy rockets.","The girl is playing with toys.","5","snli","snli"
"The player won five games in a row.","Her opponent felt sorry for her.","2","copa","copa"
"The man threw his empty can onto the street.","He was fined for littering.","3","copa","copa"
"A woman is wearing black with gold sequins and spangles.","A man is getting ready for school.","2","snli","snli"
"A man is using a wrench to fix the wheel of his car while a blond girl helps him .","The wrench is a hand tool .","5","snli","joci"
"Maggie was a member of the school council","A person attends the council .","5","roc","joci"
"Lilly wanted to see pandas more than any other animal on her zoo trip","When she finally got to the exhibit, they were asleep!","5","roc","roc"
"The girl wanted to thank her math teacher.","The girl stayed after school for detention.","2","copa","copa"
"A family came up to a painter","They asked him to paint them a great picture.","3","roc","roc"
"Michael likes to collect rare coins","He picked it up and rushed home to inspect it.","4","roc","roc"
"I saw a crow above my head","He was sitting on a branch of the tree beside me.","5","roc","roc"
