"CONTEXT","HYPOTHESIS","LABEL","CONTEXT_FROM","HYPOTHESIS_FROM","SUBSET"
"A boy in a colorful hat and red shirt holding a green seed at the beach .","The seed is fruit .","3","SNLI-dev","AGCI-WK","AGCI"
"An older man dressed in a suit is standing behind a gold-fringed podium in front of a microphone .","A person stands at the podium .","5","SNLI-train","AGCI-WK","AGCI"
"This team of South African athletes have disabilities.","The team is from Australia.","1","SNLI-train","SNLI-CONTRADICTION","SNLI"
"Kris called her credit card company","The company grows .","2","ROCStories","AGCI-WK","AGCI"
"Two preschool-age boys play on the ground , with one digging in dirt with a garden spade .","The spade is a playing card .","1","SNLI-train","AGCI-WK","AGCI"
"A man wearing green waterproofs is walking on a grassy cliff top carrying some penguins .","The waterproofs are a fabric .","5","SNLI-train","AGCI-WK","AGCI"
"An African woman carries a parcel on her head .","The parcel is a geographical area .","1","SNLI-train","AGCI-WK","AGCI"
"Several students are working in a classroom","The classroom is the wrong setting for a technophobe .","3","SNLI-train","AGCI-WK","AGCI"
"Several bike riders in a parade, wearing American paraphernalia with onlookers nearby.","People are sitting and watching a parade.","3","SNLI-train","SNLI-CONTRADICTION","SNLI"
"A young brunette woman in a red shirt and blue jeans is sitting next to a man wearing shorts and a t-shirt with an astronaut and a cap , in front of a house .","The astronaut is charged with a murder .","2","SNLI-train","AGCI-WK","AGCI"
"A baby sitting in a highchair looking delighted .","A person stands at the highchair .","4","SNLI-test","AGCI-WK","AGCI"
"An elderly saxophonist performing at an outdoor event .","A person is cast as the saxophonist .","3","SNLI-dev","AGCI-WK","AGCI"
"The man in the blue smock and beret holds up a brass rubbing .","The smock is a coverall .","4","SNLI-train","AGCI-WK","AGCI"
"A doctor in blue scrubs is performing an operation assisted by two men and a woman .","The operation is a cognition .","1","SNLI-train","AGCI-WK","AGCI"
"A group of young people sit together on the stairs, some talking and some listening.","a group of people are together .","5","SNLI-train","AGCI-NN","AGCI"
"Several men in black t-shirts and caps are using with metal rods to smash food that 's lying on a round table with a hole in the center .","A charge flows to the rods .","2","SNLI-test","AGCI-WK","AGCI"
"Two chefs standing in front of a large boiling pot offer a spoonful of their dish .","A cynicism is diluted with the spoonful .","1","SNLI-train","AGCI-WK","AGCI"
"A five person Brass band is seated , semi-circularly , in a white alcove of a church that has stained glass windows .","The alcove is recess .","4","SNLI-test","AGCI-WK","AGCI"
"A patrolman rides a horse through the city .","The patrolman jumps .","3","SNLI-train","AGCI-WK","AGCI"
"A man in a green shirt and beige cap is standing in a household .","A person reaffirms the household .","1","SNLI-train","AGCI-WK","AGCI"
"Sitting guy handling a stapler while another guy looks on.","A guy sitting is catching a ball from another guy.","2","SNLI-train","SNLI-CONTRADICTION","SNLI"
"A man wearing a blue coat with yellow stripes is sitting in an airplane that is taking off .","The airplane is found .","2","SNLI-train","AGCI-WK","AGCI"
"A man is standing next to a billboard advertising 9-11 conspiracy theories .","An evidence supports the theories .","2","SNLI-train","AGCI-WK","AGCI"
"A black dog has a dumbbell in his mouth looking at the person wearing blue .","A speculation focuses on the dumbbell .","1","SNLI-train","AGCI-WK","AGCI"
"A music concerto is happening on stage , with the lights on spot , while the audience listens in the dark .","A person composes the concerto .","5","SNLI-test","AGCI-WK","AGCI"
"A woman wearing a blue dress is holding a microphone and smiling while her friend looks on .","The microphone fails to detonate .","2","SNLI-train","AGCI-WK","AGCI"
"I heard that my library had a certain new book that I wanted to read","The library is a depository .","5","ROCStories","AGCI-WK","AGCI"
"A man controlling a dog sled approaches another dog sled team in a narrow , snowy passageway between two sets of trees .","Everything begins to look like the passageway .","3","SNLI-train","AGCI-WK","AGCI"
"A woman in a white apron prepares various meats on a large grill .","The meats is a food .","5","SNLI-test","AGCI-WK","AGCI"
"A man in a red and white striped shirt wearing a headlamp is working on a device with different colored wires.","A man in a red shirt is working on a device","5","SNLI-train","SNLI-ENTAILMENT","SNLI"
"A man selling or buying oranges on a cart in an outside supermarket .","A person pays in the supermarket .","5","SNLI-dev","AGCI-WK","AGCI"
"The child is playing hide and seek in the hay .","A dioxin contaminates the hay .","1","SNLI-train","AGCI-WK","AGCI"
"Jan borrowed her sister 's sweater without permission","The permission is an approval .","5","ROCStories","AGCI-WK","AGCI"
"Ben did n't like art and his wife knew how much he hated it","The art is a creation .","5","ROCStories","AGCI-WK","AGCI"
"A man giving a speech for the student financial administrators .","An employment is controlled by the administrators .","2","SNLI-train","AGCI-WK","AGCI"
"Two young girls wrapped in holiday garland pose for the camera .","A person is given the garland .","4","SNLI-train","AGCI-WK","AGCI"
"Three men repairing the streets by means of manual labor .","A person exhausts the means .","2","SNLI-train","AGCI-WK","AGCI"
"A woman is using clothespins to hang up laundry outside on a laundry line .","The clothespins consist of a pair .","3","SNLI-dev","AGCI-WK","AGCI"
"I got a new kitten","The kitten evolves to a state .","2","ROCStories","AGCI-WK","AGCI"
"My friend was recovering from surgery.","I dropped her off at the hospital.","2","COPA-premise","COPA-effect","COPA"
"A bald musician wearing a black shirt plays his guitar on stage .","The stage is in place .","5","SNLI-train","AGCI-WK","AGCI"
"A couple is married in a church as guests look on .","The guests are a visitor .","5","SNLI-dev","AGCI-WK","AGCI"
"A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background .","The helmet fits .","5","SNLI-train","AGCI-WK","AGCI"
"A man with spiked hair painted red with green tips and wearing a spiked collar and a fishnet undershirt standing and smiling .","People die on the tips .","1","SNLI-train","AGCI-WK","AGCI"
"A group of people cleaning some kins of sea animal .","A warrior is the noble defender of the kins .","1","SNLI-test","AGCI-WK","AGCI"
"Man with blue shirt is doing a grind with a skateboard.","man practices new trick","3","SNLI-train","SNLI-NEUTRAL","SNLI"
"Two young boys have fun bowling throwing their ball down a brightly lit bowling alley .","Authorities take the bowling .","1","SNLI-train","AGCI-WK","AGCI"
"It was Ben 's first time at the casino","Ben asked the worker how to play the game.","4","ROCStories-1st","ROCStories-3rd","ROC"
"Young girl blowing party popper with a laughing woman beside her .","The popper is a philosopher .","1","SNLI-train","AGCI-WK","AGCI"
"A street vendor in a red shirt and white hat selling Italian Ices from his cart .","A person marries the vendor .","2","SNLI-train","AGCI-WK","AGCI"
"A boy in a yellow shirt is eating pizza.","A boy in a yellow shirt is eating lunch.","4","SNLI-train","SNLI-NEUTRAL","SNLI"
"A man wearing swim goggles is doing the crawl in a lane in a swimming pool .","The crawl is a locomotion .","1","SNLI-train","AGCI-WK","AGCI"
"A person is being lifted out of the water with an old lifter .","The lifter tests positive .","1","SNLI-train","AGCI-WK","AGCI"
"The building adjacent to my office was under construction.","My office was crowded.","2","COPA-premise","COPA-effect","COPA"
"An older man is drinking orange juice at a restaurant .","A movie gets the juice .","1","SNLI-train","AGCI-WK","AGCI"
"The German shepherd runs happily in the park .","An episode involves the shepherd .","1","SNLI-test","AGCI-WK","AGCI"
"Rihanna looked over the directions for the experiment","The directions are a social control .","3","ROCStories","AGCI-WK","AGCI"
"The motorist driving a Toyota Camry is approached on a heavily congested road by a solicitor wearing a knit cap , read T-shirt , and blue lightweight jacket .","A person hires the solicitor .","2","SNLI-train","AGCI-WK","AGCI"
"Ballplayers in blue and white uniforms are on the field playing baseball .","The ballplayers are a dangerous athlete .","2","SNLI-train","AGCI-WK","AGCI"
"People are walking in front of a tourist information building displaying the following on its facade : pain is temporary , quitting lasts forever .","A person plays on the facade .","1","SNLI-train","AGCI-WK","AGCI"
"Men work on and around equipment on a construction site at night .","The site is a tract .","3","SNLI-train","AGCI-WK","AGCI"
"Mike needed to plant seeds after the winter","When he got home, his son, Jake was already planting something.","3","ROCStories-1st","ROCStories-3rd","ROC"
"A rock climber leans out from a crag against a deep blue sky .","A sea surrounds the crag .","3","SNLI-train","AGCI-WK","AGCI"
"Gerald is a famous rapper","All everyone wanted was pictures of him.","3","ROCStories-1st","ROCStories-3rd","ROC"
"A female bicyclist wearing black , and having four number 9 's printed on her limbs on a bike .","A person steps out on the limbs .","1","SNLI-test","AGCI-WK","AGCI"
"A baby wearing a pink stereoscope is playing with rubber gloves .","The stereoscope is luminescent .","2","SNLI-train","AGCI-WK","AGCI"
"Spectators looking on while court jesters are in the street throwing something up in air .","The jesters are a clown .","4","SNLI-train","AGCI-WK","AGCI"
"A skydiver hangs from the undercarriage of an airplane or some sort of air gliding device .","The undercarriage needs to have runners .","2","SNLI-train","AGCI-WK","AGCI"
"A blond-haired boy sits in a fetal position on a pile of rocks , his finger on a crack in the rock .","The crack helps to sell a book .","1","SNLI-train","AGCI-WK","AGCI"
"Young lady lost her connection to Hawaii .","The connection is a relation .","3","SNLI-train","AGCI-WK","AGCI"
"A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining.","a boy is wearing a blue top hat .","3","SNLI-train","AGCI-NN","AGCI"
"A boy stands overlooking a schoolyard where other children play .","The schoolyard is a yard .","5","SNLI-train","AGCI-WK","AGCI"
"The girl desired her parent's approval.","She obeyed her parent's rules.","3","COPA-premise","COPA-effect","COPA"
"The man is on a computer playing with sound effects .","A strike has the effects .","1","SNLI-train","AGCI-WK","AGCI"
